Who%20wrote%20the%20play%20%27Angels%20in%20America%27%3F,Tony%20Kusher
Who%20wrote%20the%20award%20winning%20musical%20%22In%20The%20Heights%22%3F,Lin-Manuel%20Miranda
When%20was%20the%20play%20%22Macbeth%22%20written%3F,1606
In%20Les%20Mis%C3%A9rables%2C%20who%20is%20Prison%20Code%2024601%3F,Jean%20Valjean
Who%20played%20%22Charlie%20Price%22%20in%20the%20musical%20%22Kinky%20Boots%22%20on%20Broadway%20in%20New%20York%20from%20May%2026th%20-%20Aug%206th%202017%3F,Brendon%20Urie
%22Doctor%20Who%22%20star%20David%20Tennant%20performed%20in%20a%20rendition%20of%20which%20Shakespearean%20play%3F,Hamlet
In%20Shakespeare%27s%20play%20Julius%20Caesar%2C%20Caesar%27s%20last%20words%20were...,Et%20tu%2C%20Brute%3F%20
After%20England%2C%20more%20Shakespeare%20plays%20are%20set%20in%20this%20present%20day%20country%20than%20in%20any%20other.,Italy
What%20play%20is%20the%20quote%20%22Hell%20is%20other%20people%22%20from%3F,No%20Exit
Who%20wrote%20the%20lyrics%20for%20Leonard%20Bernstein%27s%201957%20Brodway%20musical%20West%20Side%20Story%3F,Stephen%20Sondheim
Which%20of%20these%20musicals%20won%20the%20Tony%20Award%20for%20Best%20Musical%3F,Rent
In%20the%20play%20Oedipus%20Rex%2C%20Oedipus%20kills%20his%20father%20due%20to%20jealousy%20in%20loving%20his%20mother.,False
The%20World%20Chess%20Championship%20in%20Chess%2C%20Act%201%20is%20set%20in%20which%20Italian%20city%3F,Merano
Who%20played%20Marquis%20de%20Lafayette%20and%20Thomas%20Jefferson%20in%20the%20original%20Broadway%20run%20of%20Hamilton%3F,Daveed%20Diggs
In%20which%20Shakespearean%20play%20will%20you%20find%20the%20suicide%20of%20Ophelia%3F,Hamlet
The%20Andrew%20Lloyd%20Webber%20musical%20%22Cats%22%20is%20based%20off%20a%20book%20of%20poems%20written%20by%20which%20author%3F,T.S.%20Elliot
Which%20Shakespeare%20play%20features%20the%20stage%20direction%20%22Enter%20a%20messenger%2C%20with%20two%20heads%20and%20a%20hand%22%3F,Titus%20Andronicus
Which%20of%20these%20plays%20was%20famously%20first%20performed%20posthumously%20after%20the%20playwright%20committed%20suicide%3F,4.48%20Psychosis
The%20protagonist%27s%20names%20in%20%27Who%27s%20Afraid%20of%20Virginia%20Woolf%27%2C%20George%20and%20Martha%2C%20were%20derived%20from%20George%20Washington%20and%20his%20wife.,True
Which%20Shakespeare%20play%20inspired%20the%20musical%20%27West%20Side%20Story%27%3F,Romeo%20%26%20Juliet
How%20many%20plays%20is%20Shakespeare%20generally%20considered%20to%20have%20written%3F,37
What%20is%20the%20name%20of%20Broadway%27s%20first%20%22long-run%22%20musical%3F,The%20Elves
In%20Macbeth%2C%20the%20eyes%20of%20what%20animals%20were%20used%20in%20the%20Witches%27%20cauldron%3F,Newts
In%20which%20Shakespeare%20play%20does%20the%20character%20Marcellus%20say%2C%20%22Something%20is%20rotten%20in%20the%20state%20of%20Denmark%22%3F,Hamlet
What%20is%20Jean%20ValJean%27s%20first%20prisoner%20number%3F,24601
In%20Jeff%20Wayne%27s%20Musical%20Version%20of%20War%20of%20the%20Worlds%2C%20the%20chances%20of%20anything%20coming%20from%20Mars%20are...,A%20million%20to%20one
What%20was%20George%20Bizet%27s%20last%20opera%3F,Carmen
Who%20serves%20as%20the%20speaker%20of%20the%20prologue%20in%20Shakespeare%27s%20Romeo%20and%20Juliet%3F,Chorus
Which%20of%20the%20following%20is%20not%20a%20piece%20from%20the%201950%27s%20musical%20West%20Side%20Story%3F,The%20Back%20Alley
The%20musical%20%22Dirty%20Rotten%20Scoundrels%22%20is%20set%20in%20what%20country%3F,France
Who%20is%20the%20musical%20director%20for%20the%20award%20winning%20musical%20%22Hamilton%22%3F,Alex%20Lacamoire
